On time(sec),Flight time(sec),Orientation X,Orientation Y,Orientation Z,Acceleration X,Acceleration Y,Acceleration Z,TVC X,TVC Y,Setpoint X,Setpoint Y, CC state,Temp(C),Altitude(m),Pyro 1,Pyro 2,Pyro 3,Pyro 4,Abort state,Battery voltage,System state
293.02,3.1,-6.49,43.3,104.18,-5.11,-2.67,1.45,-4.7,0.23,0,0,2,16.16,36.28,0,0,0,0,0,11.68,4
293.04,3.13,-11.24,46.1,109.29,-4.63,-3.73,1.54,-4.7,0.23,0,0,2,16.16,36.37,0,0,0,0,0,12.01,4
293.07,3.15,-19.65,50.15,115.95,-4.75,-2.76,1.81,-4.7,0.23,0,0,2,16.16,36.37,0,0,0,0,0,11.72,4
293.1,3.18,-25.33,52.44,119.2,-5.21,-2.7,1.91,-4.7,0.23,0,0,2,16.15,34.5,0,0,0,0,0,11.87,4
293.12,3.21,-35.83,56.18,122.97,-5.41,-3.48,2.03,-4.7,0.23,0,0,2,16.15,34.5,0,0,0,0,0,11.76,4
293.15,3.23,-40.37,57.88,123.82,-4.88,-3.48,2.08,-4.7,0.23,0,0,2,16.14,34.67,0,0,0,0,0,11.83,4
293.17,3.26,-50.8,62.53,123.76,-2.44,-4.65,2.18,-4.7,0.23,0,0,2,16.14,34.67,0,0,0,0,0,11.65,4
293.2,3.28,-55.11,65.19,122.64,-1.86,-4.78,2.22,-4.7,0.23,0,0,2,16.14,34.5,0,0,0,0,0,11.5,4
293.22,3.31,-64.49,74.49,116.13,-0.98,-4.49,2.31,-4.7,0.23,0,0,2,16.14,34.5,0,0,0,0,0,11.54,4
293.25,3.33,-68.06,80.76,110.77,-0.83,-4.52,2.28,-4.7,0.23,0,0,2,16.14,33.32,0,0,0,0,0,11.68,4
293.27,3.36,-74.35,104.99,87.96,-0.31,-3.81,2.33,-4.7,0.23,0,0,2,16.14,33.32,0,0,0,0,0,11.65,4
293.3,3.38,-75.61,120.29,73.01,-0.1,-3.64,2.31,-4.7,0.23,0,0,2,16.13,34.16,0,0,0,0,0,11.65,4
293.32,3.41,-73.95,156.33,37.31,0.27,-3,2.28,-4.7,0.23,0,0,2,16.13,34.16,0,0,0,0,0,11.76,4
293.35,3.43,-71.7,167.42,26.16,0.35,-2.88,2.23,-4.7,0.23,0,0,2,16.12,35.01,0,0,0,0,0,11.9,4
293.37,3.46,-64.95,-100,10,0.42,-2.42,2.2,-4.7,0.23,0,0,2,16.12,35.01,0,0,0,0,0,11.76,4
293.4,3.48,-60.49,-100,4.09,0.55,-2.05,2.1,-4.7,0.23,0,0,2,16.11,36.2,0,0,0,0,0,11.79,4
293.43,3.51,-52.65,-100,-2.92,0.7,-1.67,2.03,-4.7,0.23,0,0,2,16.11,36.2,0,0,0,0,0,11.76,4
293.45,3.53,-49.15,-100,-5.33,0.66,-1.56,1.99,-4.7,0.23,0,0,2,16.1,35.69,0,0,0,0,0,11.9,4
293.48,3.56,-41.07,-100,-10.04,0.47,-1.27,1.9,-4.7,0.23,0,0,2,16.1,35.69,0,0,0,0,0,11.79,4
293.5,3.58,-37.64,-100,-11.84,0.36,-1.31,1.85,-4.7,0.23,0,0,2,16.09,36.2,0,0,0,0,0,11.76,4
293.53,3.61,-29.87,-100,-15.76,0.42,-0.89,1.8,-4.7,0.23,0,0,2,16.09,36.2,0,0,0,0,0,11.72,4
293.55,3.63,-26.6,-100,-17.4,0.38,-0.85,1.8,-4.7,0.23,0,0,2,16.08,36.03,0,0,0,0,0,11.72,4
293.58,3.66,-19.28,-100,-21.27,0.32,-0.49,1.77,-4.7,0.23,0,0,2,16.08,36.03,0,0,0,0,0,11.54,4
293.6,3.68,-16.24,-100,-22.99,0.25,-0.52,1.75,-4.7,0.23,0,0,2,16.07,36.54,0,0,0,0,0,11.83,4
293.63,3.71,-9.55,-100,-27.24,0.26,-0.34,1.71,-4.7,0.23,0,0,2,16.07,36.54,0,0,0,0,0,11.65,4
293.65,3.73,-6.83,-100,-29.18,0.21,-0.31,1.71,-4.7,0.23,0,0,2,16.06,36.28,0,0,0,0,0,11.68,4
293.68,3.76,-1.04,-100,-34.11,0.21,-0.17,1.68,-4.7,0.23,0,0,2,16.06,36.28,0,0,0,0,0,11.68,4
293.7,3.78,1.22,-100,-36.39,0.1,-0.14,1.66,-4.7,0.23,0,0,2,16.05,37.3,0,0,0,0,0,11.58,4
293.73,3.81,5.71,179.57,-42.13,0.03,-0.1,1.61,-4.7,0.23,0,0,2,16.05,37.3,0,0,0,0,0,11.79,4
293.75,3.83,7.34,177.08,-44.74,0,-0.07,1.58,-4.7,0.23,0,0,2,16.05,37.56,0,0,0,0,0,11.79,4
293.78,3.86,10.16,170.71,-51.18,-0.01,0,1.55,-4.7,0.23,0,0,2,16.05,37.56,0,0,0,0,0,11.83,4
293.8,3.88,11,167.8,-54.04,-0.07,0.02,1.56,-4.7,0.23,0,0,2,16.04,37.64,0,0,0,0,0,11.94,4
293.83,3.91,11.83,160.68,-60.8,-0.14,-0.05,1.49,-4.7,0.23,0,0,2,16.04,37.64,0,0,0,0,0,11.83,4
293.85,3.93,11.79,157.57,-63.69,-0.15,-0.1,1.47,-4.7,0.23,0,0,2,16.04,38.15,0,0,0,0,0,11.65,4
293.88,3.96,10.56,150.35,-70.17,-0.03,-0.05,1.39,-4.7,0.23,0,0,2,16.04,38.15,0,0,0,0,0,11.76,4
293.9,3.98,9.66,147.31,-72.8,-0.05,0,1.37,-4.7,0.23,0,0,2,16.04,37.05,0,0,0,0,0,11.83,4
293.93,4.01,6.54,140.49,-78.41,-0.09,-0.05,1.33,-4.7,0.23,0,0,2,16.04,37.05,0,0,0,0,0,11.68,4
293.95,4.03,4.88,137.69,-80.58,-0.16,-0.12,1.34,-4.7,0.23,0,0,2,16.04,38.41,0,0,0,0,0,11.61,4
293.98,4.06,0.28,131.52,-84.97,-0.27,-0.27,1.27,-4.7,0.23,0,0,2,16.04,38.41,0,0,0,0,0,11.54,4
294,4.08,-1.93,129,-86.55,-0.28,-0.27,1.27,-4.7,0.23,0,0,2,16.04,37.64,0,0,0,0,0,11.58,4
294.03,4.11,-7.62,123.44,-89.48,-0.17,-0.22,1.24,-4.7,0.23,0,0,2,16.04,37.64,0,0,0,0,0,11.87,4
294.05,4.13,-10.22,121.13,-90.43,-0.19,-0.2,1.22,-4.7,0.23,0,0,2,16.04,38.15,0,0,0,0,0,11.76,4
294.08,4.16,-16.63,115.91,-91.87,-0.03,-0.07,1.23,-4.7,0.23,0,0,2,16.04,38.15,0,0,0,0,0,11.72,4
294.1,4.18,-19.48,113.69,-92.16,-0.01,-0.11,1.2,-4.7,0.23,0,0,2,16.04,38.41,0,0,0,0,0,11.68,4
294.13,4.21,-26.31,108.46,-91.95,-0.12,-0.09,1.16,-4.7,0.23,0,0,2,16.04,38.41,0,0,0,0,0,11.83,4
294.15,4.23,-29.27,106.12,-91.49,-0.16,-0.1,1.18,-4.7,0.23,0,0,2,16.03,37.73,0,0,0,0,0,11.76,4
294.18,4.26,-36.17,100.29,-89.34,-0.23,-0.08,1.17,-4.7,0.23,0,0,2,16.03,37.73,0,0,0,0,0,11.9,4
294.2,4.28,-39.08,97.53,-87.93,-0.25,0.05,1.15,-4.7,0.23,0,0,2,16.04,38.49,0,0,0,0,0,11.83,4
294.23,4.31,-45.64,90.19,-83.19,-0.01,0.16,1.12,-4.7,0.23,0,0,2,16.04,38.49,0,0,0,0,0,11.61,4
294.25,4.33,-48.3,86.54,-80.45,0,0.18,1.13,-4.7,0.23,0,0,2,16.03,37.73,0,0,0,0,0,11.58,4
294.28,4.36,-53.94,76.43,-71.94,-0.06,0.34,1.09,-4.7,0.23,0,0,2,16.03,37.73,0,0,0,0,0,11.54,4
294.3,4.38,-56.03,71.28,-67.29,-0.16,0.31,1.09,-4.7,0.23,0,0,2,16.04,37.56,0,0,0,0,0,11.39,4
294.33,4.41,-59.73,57.13,-53.78,-0.09,0.58,1.06,-4.7,0.23,0,0,2,16.04,37.56,0,0,0,0,0,11.68,4
294.35,4.43,-60.7,50.23,-47,-0.03,0.64,1.05,-4.7,0.23,0,0,2,16.03,37.56,0,0,0,0,0,11.72,4
294.38,4.46,-61.23,33.28,-29.87,-0.45,0.76,1.06,-4.7,0.23,0,0,2,16.03,37.56,0,0,0,0,0,11.61,4
294.4,4.48,-60.69,26.21,-22.52,-0.39,0.74,0.99,-4.7,0.23,0,0,2,16.04,37.73,0,0,0,0,0,11.76,4
294.43,4.51,-57.8,11.67,-6.85,-0.39,0.8,1.04,-4.7,0.23,0,0,2,16.04,37.73,0,0,0,0,0,11.65,4
294.45,4.53,-55.99,6.48,-0.97,-0.5,0.82,1.06,-4.7,0.23,0,0,2,16.04,38.15,0,0,0,0,0,11.65,4
294.48,4.56,-50.76,-3.03,10.64,-0.65,0.8,1.07,-4.7,0.23,0,0,2,16.04,38.15,0,0,0,0,0,11.58,4
294.5,4.58,-48.22,-6.13,14.84,-0.69,0.82,1.06,-4.7,0.23,0,0,2,16.04,37.13,0,0,0,0,0,11.61,4
294.53,4.61,-41.87,-11.33,23.21,-0.88,0.73,1.08,-4.7,0.23,0,0,2,16.04,37.13,0,0,0,0,0,11.76,4
294.55,4.63,-39.06,-12.87,26.36,-0.94,0.79,1.11,-4.7,0.23,0,0,2,16.04,36.11,0,0,0,0,0,11.76,4
294.58,4.66,-32.62,-15.08,32.79,-1.02,0.8,1.14,-4.7,0.23,0,0,2,16.04,36.11,0,0,0,0,0,11.76,4
294.6,4.69,-28.86,-15.72,36.26,-1.22,0.65,1.11,-4.7,0.23,0,0,2,16.04,35.61,0,0,0,0,0,11.68,4
294.63,4.71,-22.72,-15.75,41.85,-1.37,0.56,1.09,-4.7,0.23,0,0,2,16.04,35.61,0,0,0,0,0,11.68,4
294.65,4.74,-20.11,-15.48,44.24,-1.41,0.55,1.13,-4.7,0.23,0,0,2,16.04,35.1,0,0,0,0,0,11.87,4
294.68,4.76,-14.45,-14.09,49.75,-1.67,0.14,1.16,-4.7,0.23,0,0,2,16.04,35.1,0,0,0,0,0,11.76,4
294.7,4.79,-12.17,-13.28,52.11,-1.7,0.08,1.16,-4.7,0.23,0,0,2,16.05,33.99,0,0,0,0,0,11.83,4
294.73,4.81,-7.36,-10.82,57.62,-1.76,-0.33,1.13,-4.7,0.23,0,0,2,16.05,33.99,0,0,0,0,0,11.83,4
294.75,4.84,-5.47,-9.61,60,-1.73,-0.4,1.14,-4.7,0.23,0,0,2,16.05,32.98,0,0,0,0,0,11.72,4
294.78,4.86,-1.59,-6.35,65.59,-1.71,-0.93,1.15,-4.7,0.23,0,0,2,16.05,32.98,0,0,0,0,0,11.72,4
294.8,4.89,-0.1,-4.82,68.01,-1.58,-0.9,1.13,-4.7,0.23,0,0,2,16.04,32.89,0,0,0,0,0,11.65,4
294.83,4.91,2.85,-0.94,73.68,-1.4,-1.24,1.16,-4.7,0.23,0,0,2,16.04,32.89,0,0,0,0,0,11.83,4
294.85,4.94,3.94,0.83,76.13,-1.17,-1.2,1.18,-4.7,0.23,0,0,2,16.04,31.28,0,0,0,0,0,11.68,5
294.88,4.96,5.95,5.2,81.84,-0.85,-1.37,1.18,5,5,0,0,2,16.04,31.28,0,0,0,0,0,11.61,5
294.9,4.99,6.63,7.15,84.29,-0.85,-1.39,1.18,-5,-5,0,0,2,16.04,31.03,0,0,0,0,0,11.68,5
294.93,5.01,7.65,11.88,89.98,-0.59,-1.21,1.18,-5,-5,0,0,2,16.04,31.03,0,0,0,0,0,11.98,5
294.95,5.04,7.88,13.96,92.42,-0.51,-1.13,1.21,-5,-5,0,0,2,16.04,29.76,0,0,0,0,0,11.68,5
294.98,5.06,7.82,18.89,98,-0.29,-1.16,1.22,-5,-5,0,0,2,16.04,29.76,0,0,0,0,0,11.72,5
295,5.09,7.59,21.01,100.35,-0.23,-1.24,1.22,-4.09,-5,0,0,2,16.03,29.59,0,0,0,0,0,11.76,5
295.03,5.11,6.46,25.97,105.62,-0.06,-1.31,1.24,-2.51,-5,0,0,2,16.03,29.59,0,0,0,0,0,11.76,5
295.05,5.14,5.77,28.07,107.81,-0.03,-1.36,1.23,-1.25,-5,0,0,2,16.03,28.06,0,0,0,0,0,11.68,5
295.08,5.16,3.62,32.9,112.63,0.48,-1.27,1.27,0.47,-5,0,0,2,16.03,28.06,0,0,0,0,0,11.79,5
295.1,5.19,2.51,34.92,114.59,0.41,-1.25,1.24,1.88,-5,0,0,2,16.02,28.65,0,0,0,0,0,11.79,5
295.13,5.21,-0.57,39.46,118.83,0.8,-1.5,1.35,3.69,-5,0,0,2,16.02,28.65,0,0,0,0,0,11.68,5
295.15,5.24,-2.04,41.34,120.5,0.95,-1.39,1.36,5,-5,0,0,2,16.02,27.89,0,0,0,0,0,11.68,5
295.18,5.26,-5.93,45.58,123.98,1.5,-1.32,1.37,5,-5,0,0,2,16.02,27.89,0,0,0,0,0,11.79,5
295.2,5.29,-7.72,47.34,125.33,1.69,-1.45,1.39,5,-5,0,0,2,16.02,27.64,0,0,0,0,0,11.72,5
295.23,5.31,-12.26,51.29,128.05,2.35,-0.81,1.39,5,-5,0,0,2,16.02,27.64,0,0,0,0,0,11.9,5
295.25,5.34,-14.36,52.94,129.11,2.51,-0.66,1.4,5,-5,0,0,2,16.01,27.13,0,0,0,1,0,11.79,5
295.28,5.36,-19.68,56.57,131.35,3.26,0.39,1.42,5,-5,0,0,2,16.01,27.13,0,0,0,1,0,11.79,5
295.3,5.39,-22.12,58.07,132.23,3.12,0.38,1.43,5,-5,0,0,2,16,23.66,0,0,0,1,0,11.68,5
295.33,5.41,-28.29,60.95,134.45,6.45,1.29,19.17,5,-5,0,0,2,16,23.66,0,0,0,1,0,11.61,5
295.35,5.44,-32.41,61.02,136.4,2.52,-0.8,18.52,5,-5,0,0,2,16,24.25,0,0,0,1,0,11.72,5
295.38,5.46,-42.36,59.3,142.09,4.67,3.11,7.12,5,-5,0,0,2,16,24.25,0,0,0,1,0,11.68,5
295.4,5.49,-46.85,57.38,145.57,6.03,3.37,3.01,5,-5,0,0,2,16,24.33,0,0,0,1,0,11.79,5
295.43,5.51,-57.37,47.84,158.33,4.57,4.26,3.28,5,-2.49,0,0,2,16,24.33,0,0,0,1,0,11.65,5
295.45,5.54,-61.47,40.84,166.52,4,4.26,3.59,5,5,0,0,2,15.98,22.3,0,0,0,1,0,11.87,5
295.48,5.56,-67.87,12.53,-100,3.94,4.93,6.93,5,5,0,0,2,15.98,22.3,0,0,0,1,0,11.65,5
295.5,5.59,-68.14,-3.75,-100,-6.61,-7.29,39.31,5,5,0,0,2,15.98,24.33,0,0,0,1,0,11.68,5
295.53,5.61,-61.94,-36.62,-100,-0.77,8.01,16.44,5,5,0,0,2,15.98,24.33,0,0,0,1,0,11.5,5
295.55,5.64,-57.13,-45.44,-100,0.02,8.02,9.31,-3.16,5,0,0,2,15.97,22.38,0,0,0,1,0,11.68,5
295.58,5.66,-41.84,-57.19,-86.4,-4.39,2.79,1.19,-5,5,0,0,2,15.97,22.38,0,0,0,1,0,11.87,5
295.6,5.69,-34.61,-59.71,-82.6,-3.81,3.04,1.15,-5,5,0,0,2,15.96,22.38,0,0,0,1,0,11.87,5
295.63,5.71,-17.2,-62.23,-75.95,-4.86,1.58,1.78,-5,5,0,0,2,15.96,22.38,0,0,0,1,0,11.83,5
295.65,5.74,-9.58,-62.38,-73.55,-3.57,1.65,2.65,-5,5,0,0,2,15.95,20.44,0,0,0,1,0,11.72,5
295.68,5.76,8.29,-60.72,-68.26,-3.92,-0.76,1.99,-5,5,0,0,2,15.95,20.44,0,0,0,1,0,11.65,5
295.7,5.79,15.82,-59.13,-65.76,-4.05,-1.31,2.27,-5,5,0,0,2,15.94,17.56,0,0,0,1,0,11.76,5
295.73,5.81,32.17,-52.38,-58.1,-3.05,-3.73,2.83,-5,1.35,0,0,2,15.94,17.56,0,0,0,1,0,11.87,5
295.75,5.84,38.31,-47.89,-53.46,-2.36,-4.2,3.24,-5,-5,0,0,2,15.93,17.22,0,0,0,1,0,11.83,5
295.78,5.86,48.74,-33.12,-38.67,-2.13,-3.39,3.52,-5,-5,0,0,2,15.93,17.22,0,0,0,1,0,11.76,5
295.81,5.89,52.2,-21.91,-27.45,-0.61,-3.2,4.35,-5,-5,0,0,2,15.92,15.86,0,0,0,1,0,11.68,5
295.83,5.92,53.01,-2.7,-7.74,-0.4,-2.94,3.72,-5,-5,0,0,2,15.92,15.86,0,0,0,1,0,11.79,5
295.86,5.94,51.97,5.3,0.59,0.1,-2.85,4.07,-5,-5,0,0,2,15.91,14.51,0,0,0,1,0,11.83,5
295.88,5.97,46.78,20.76,17.18,0.61,-2.55,3.57,-2.97,-5,0,0,2,15.91,14.51,0,0,0,1,0,11.72,5
295.91,5.99,43.75,25.89,22.9,1.42,-1.97,3.99,3.26,-5,0,0,2,15.9,13.66,0,0,0,1,0,11.79,5
295.93,6.02,35.89,34.35,33.33,1.79,-1.13,3.41,5,-5,0,0,2,15.9,13.66,0,0,0,1,0,11.83,5
295.96,6.04,32.38,37.01,37,1.63,-1.02,3.52,5,-5,0,0,2,15.89,12.99,0,0,0,1,0,11.79,5
295.98,6.07,24.03,41.51,44.34,2.27,-1.01,4.18,5,-5,0,0,2,15.89,12.99,0,0,0,1,0,11.65,5
296.01,6.09,20.45,42.91,47.16,2.14,-0.61,3.99,5,-5,0,0,2,15.88,12.31,0,0,0,1,0,11.79,5
296.03,6.12,12.27,44.97,53.54,2.74,-0.09,3.92,5,-5,0,0,2,15.88,12.31,0,0,0,0,0,11.76,5
296.06,6.14,8.77,45.45,56.32,2.8,0.18,3.58,5,-5,0,0,2,15.87,12.23,0,0,0,0,0,11.87,5
296.08,6.17,0.3,45.36,63.48,2.71,2.02,6.12,5,-5,0,0,2,15.87,12.23,0,0,0,0,0,11.83,5
296.11,6.19,-3.34,44.82,66.96,2.74,2.4,7.12,5,-5,0,0,2,15.87,10.79,0,0,0,0,0,12.01,5
296.13,6.22,-10.26,42.03,76.43,1.45,1.5,6,5,-5,0,0,2,15.87,10.79,0,0,0,0,0,11.76,5
296.16,6.24,-12.64,40.51,80.82,1.39,1.21,8.51,5,-5,0,0,2,15.86,10.28,0,0,0,0,0,11.76,5
296.18,6.27,-16.86,36.62,91.66,1.05,0.7,10.78,5,-4.67,0,0,2,15.86,10.28,0,0,0,0,0,11.87,5
296.21,6.29,-18.37,34.86,96.52,0.34,0.87,10.93,5,-3.59,0,0,2,15.85,10.03,0,0,0,0,0,11.83,5
296.23,6.32,-21.31,30.8,108.33,-0.83,-0.39,9.42,5,-2.91,0,0,2,15.85,10.03,0,0,0,0,0,11.83,5
296.26,6.34,-22.34,29.26,113.28,-0.51,-0.74,10.02,5,-2.64,0,0,2,15.85,10.7,0,0,0,0,0,11.76,5
296.28,6.37,-24.33,27.67,122.58,-1.75,-1.73,16.95,5,-5,0,0,2,15.85,10.7,0,0,0,0,0,11.94,5
296.31,6.39,-25.16,27.56,125.85,-0.49,-0.25,15.79,5,-5,0,0,2,15.84,8.67,0,0,0,0,0,11.79,5
296.33,6.42,-27.4,27.61,132.93,1.52,0.13,19.49,5,-5,0,0,2,15.84,8.67,0,0,0,0,0,11.83,5
296.36,6.44,-28.44,27.5,136.01,1.87,0.12,24.86,5,-5,0,0,2,15.84,7.57,0,0,0,0,0,11.98,5
296.38,6.47,-30.71,25.74,144.12,5.22,3.82,20.34,5,-5,0,0,2,15.84,7.57,0,0,0,0,0,11.87,5
296.41,6.49,-31.21,24.37,147.79,3.1,1.73,23.5,5,-5,0,0,2,15.84,7.91,0,0,0,0,0,11.79,5
296.43,6.52,-31.09,19.89,156.93,3.91,0.04,39.31,5,-1.11,0,0,2,15.84,7.91,0,0,0,0,0,11.72,5
296.46,6.54,-30.98,17.42,161.35,6.42,-1.07,39.31,5,1.73,0,0,2,15.83,9.26,0,0,0,0,0,11.79,5
296.48,6.57,-30.33,8.08,173.66,9.04,-0.31,39.31,5,5,0,0,2,15.83,9.26,0,0,0,0,0,11.79,5
296.51,6.59,-29.5,2.43,179.51,7.88,-3.34,39.31,5,5,0,0,2,15.83,10.28,0,0,0,0,0,11.83,5
296.53,6.62,-24.83,-12.1,-100,0.07,-1,17.92,1.64,5,0,0,2,15.83,10.28,0,0,0,0,0,11.76,5
296.56,6.64,-21.67,-17.6,-100,-0.34,-1.45,16.04,-5,5,0,0,2,15.83,10.03,0,0,0,0,0,11.79,5
296.58,6.67,-12.11,-27.92,-100,-4.56,-3.81,18.13,-5,5,0,0,2,15.83,10.03,0,0,0,0,0,11.72,5
296.61,6.69,-7.45,-31.26,-100,-4.1,-3.11,25.93,-5,5,0,0,2,15.83,9.6,0,0,0,0,0,11.83,5
296.63,6.72,2.34,-33.85,-100,-6.38,-7.01,21.79,-5,5,0,0,2,15.83,9.6,0,0,0,0,0,11.61,5
296.66,6.74,5.18,-32.73,-100,-5.08,-6.65,16.18,-5,5,0,0,2,15.83,8.08,0,0,0,0,0,11.68,5
296.68,6.77,9.06,-27.9,-100,-3.66,-2.99,23.49,-5,-5,0,0,2,15.83,8.08,0,0,0,0,0,11.76,5
296.71,6.79,10.08,-25.61,-100,-3.02,-4.29,27.09,-5,-5,0,0,2,15.83,8.67,0,0,0,0,0,11.87,5
296.73,6.82,9.31,-20.29,-100,-4.36,-6.88,29.72,-1.82,-5,0,0,2,15.83,8.67,0,0,0,0,0,11.83,5
296.76,6.84,7.39,-18.1,-100,-4.3,-5.36,27.48,4.3,-5,0,0,2,15.83,9.18,0,0,0,0,0,11.72,5
296.78,6.87,-0.74,-13.82,-94.34,-1.28,0.72,21.61,5,-5,0,0,2,15.83,9.18,0,0,0,0,0,11.76,5
296.81,6.89,-4.52,-12.31,-92.02,-0.79,-0.95,20.07,5,-5,0,0,2,15.84,9.77,0,0,0,0,0,11.72,5
296.83,6.92,-12.81,-9.93,-86.06,-1.36,6.45,16.67,5,-5,0,0,2,15.84,9.77,0,0,0,0,0,11.94,5
296.86,6.94,-15.04,-9.73,-82,0.77,4.86,13.42,5,-4.41,0,0,2,15.84,8.59,0,0,0,0,0,11.83,5
296.88,6.97,-16.6,-10.96,-69.04,-1.33,3.48,12.2,5,1.18,0,0,2,15.84,8.59,0,0,0,0,0,11.9,5
296.91,6.99,-16.14,-11.6,-62.88,-1.42,3.04,11.94,5,4.09,0,0,2,15.83,7.83,0,0,0,0,0,11.83,5
296.93,7.02,-13.87,-12.07,-49.07,-0.62,1.02,11.59,2.64,3.41,0,0,2,15.83,7.83,0,0,0,0,0,11.65,5
296.96,7.04,-12.84,-12.01,-43.25,-1.63,3.15,12.38,0.59,1.26,0,0,2,15.83,7.57,0,0,0,0,0,11.72,5
296.98,7.07,-10.4,-11.26,-30.1,-1.88,2.1,12.07,0.5,0.08,0,0,2,15.83,7.57,0,0,0,0,0,11.98,5
297.01,7.09,-9.35,-10.52,-24.55,-2.17,1.48,13.56,-0.3,-1.72,0,0,2,15.84,7.57,0,0,0,0,0,11.87,5
297.03,7.12,-7.38,-7.49,-12.95,-1.67,0.94,12.01,-0.94,-5,0,0,2,15.84,7.57,0,0,0,0,0,11.98,5
297.06,7.14,-6.71,-5.16,-6.46,-1.55,0.68,15.79,1.16,-5,0,0,2,15.83,7.32,0,0,0,0,0,11.87,5
297.08,7.17,-6.87,-1.17,4.66,-0.33,0.37,12.5,4.03,-5,0,0,2,15.83,7.32,0,0,0,0,0,11.87,5
297.11,7.19,-7.37,0.44,9.6,-0.3,0.55,14.2,5,-5,0,0,2,15.83,7.66,0,0,0,0,0,11.94,5
297.13,7.22,-9.63,3.33,21.12,0.55,0.64,10.32,5,-5,0,0,2,15.83,7.66,0,0,0,0,0,11.9,5
297.16,7.24,-10.85,4.11,26,0.53,0.83,11.19,5,-5,0,0,2,15.83,6.73,0,0,0,0,0,11.68,5
297.18,7.27,-13.22,3.94,36.29,0.33,1.23,6.2,5,-4.73,0,0,2,15.83,6.73,0,0,0,0,0,11.61,5
297.21,7.29,-13.88,3.41,40.2,0.36,1.48,5.77,5,-1.45,0,0,2,15.83,6.98,0,0,0,0,0,11.76,5
297.23,7.32,-14.29,1.48,47.75,-0.77,1.18,7.97,5,1.43,0,0,2,15.83,6.98,0,0,0,0,0,11.76,5
297.26,7.34,-14.16,0.51,50.79,-0.59,1,8.25,5,2.79,0,0,2,15.83,6.22,0,0,0,0,0,11.76,5
297.28,7.37,-13.15,-1.98,57.71,-1.59,0.56,8.32,5,4.14,0,0,2,15.83,6.22,0,0,0,0,0,11.9,5
297.31,7.39,-12.54,-3.02,60.66,-1.81,-0.57,6.76,4.84,4.77,0,0,2,15.84,5.97,0,0,0,0,0,11.76,5
297.33,7.42,-10.58,-5.21,67.37,-1.39,0.8,8.32,3.54,4.76,0,0,2,15.84,5.97,0,0,0,0,0,11.83,5
297.36,7.44,-9.39,-6.08,70.25,-1.88,1.52,7.6,1.82,4.8,0,0,2,15.84,5.12,0,0,0,0,0,11.87,5
297.38,7.47,-5.23,-7.48,76.39,-2.22,0.85,8.54,-1.85,4.28,0,0,2,15.84,5.12,0,0,0,0,0,11.68,5
297.41,7.49,-3,-7.79,78.67,-2.45,1.03,8.87,-5,3.12,0,0,2,15.84,5.37,0,0,0,0,0,11.9,5
297.43,7.52,3.05,-7.86,84.24,-1.93,-0.54,10.45,-5,1.38,0,0,2,15.84,5.37,0,0,0,0,0,11.72,5
297.46,7.54,5.7,-7.61,86.71,-1.43,-1.01,10.09,-5,0.11,0,0,2,15.84,5.97,0,0,0,0,0,11.72,5
297.48,7.57,11.63,-6.16,92.38,-1.37,-2.49,8.7,-5,-2.15,0,0,2,15.84,5.97,0,0,0,0,0,11.61,5
297.51,7.59,14.04,-5.27,94.78,-1.51,-2.65,8.71,-5,-3.97,0,0,2,15.84,5.29,0,0,0,0,0,11.61,5
297.53,7.62,19.01,-2.51,100.24,-1.22,-3.54,10.37,-5,-5,0,0,2,15.84,5.29,0,0,0,0,0,11.79,5
297.56,7.64,20.77,-1.13,102.72,-0.99,-4.02,10.07,-5,-5,0,0,2,15.84,5.37,0,0,0,0,0,11.72,5
297.58,7.67,23.05,2.37,109.12,-1.03,-3.71,7.01,-5,-5,0,0,2,15.84,5.37,0,0,0,0,0,11.68,5
297.61,7.69,23.45,3.93,112.04,-0.91,-4.12,8.74,-5,-5,0,0,2,15.83,3.77,0,0,0,0,0,11.83,5
297.63,7.72,22.71,7.62,119.38,-0.79,-3.48,8.42,-2.31,-5,0,0,2,15.83,3.77,0,0,0,0,0,11.9,5
297.66,7.74,22,9.04,122.43,-0.84,-3.52,8.58,0.36,-5,0,0,2,15.84,3.09,0,0,0,0,0,11.72,5
297.68,7.77,19.67,11.69,128.79,-0.69,-3.62,8.96,2.96,-5,0,0,2,15.84,3.09,0,0,0,0,0,11.83,5
297.71,7.79,18.49,12.59,131.22,-0.68,-3.34,9.58,4.17,-5,0,0,2,15.83,3.6,0,0,0,0,0,11.79,5
297.73,7.82,15.37,13.78,135.64,-0.84,-3.74,11.05,5,-5,0,0,2,15.83,3.6,0,0,0,0,0,11.83,5
297.76,7.84,13.84,13.89,137.03,-0.11,-4.28,10.13,5,-5,0,0,2,15.83,2.84,0,0,0,0,0,11.87,5
297.78,7.87,9.79,13.4,139.26,-0.69,-3.37,9.87,5,-5,0,0,2,15.83,2.84,0,0,0,0,0,11.9,5
297.81,7.89,8.01,13.04,139.97,-0.7,-3.05,9.23,5,-4.01,0,0,2,15.82,2.92,0,0,0,0,0,11.94,5
297.83,7.92,3.79,11.88,141.04,-0.52,-3,10.25,5,-2.89,0,0,2,15.82,2.92,0,0,0,0,0,11.61,5
297.86,7.94,1.96,11.31,141.37,-1.23,-2.58,10.56,5,-2.36,0,0,2,15.83,2.08,0,0,0,0,0,11.76,5
