On time(sec),Flight time(sec),Orientation X,Orientation Y,Orientation Z,Acceleration X,Acceleration Y,Acceleration Z,TVC X,TVC Y,Setpoint X,Setpoint Y, CC state,Temp(C),Altitude(m),Pyro 1,Pyro 2,Pyro 3,Pyro 4,Abort state,Battery voltage,System state
297.88,7.97,-2.34,9.95,141.68,-2.46,-1.19,10.03,5,-1.85,0,0,2,15.83,2.08,0,0,0,0,0,11.68,5
297.91,7.99,-4.15,9.43,141.77,-2.27,-1.24,9.82,5,-1.72,0,0,2,15.83,1.06,0,0,0,0,0,11.76,5
297.93,8.02,-8.04,8.74,142.98,-2.05,-0.79,9.45,5,-2.44,0,0,2,15.83,1.06,0,0,0,0,0,11.9,5
297.96,8.04,-9.49,8.68,144.26,-2.29,-0.62,9.3,5,-3.77,0,0,2,15.82,1.4,0,0,0,0,0,11.76,5
297.98,8.07,-12.38,8.79,148.86,-1.24,-1.21,10.92,5,-4.92,0,0,2,15.82,1.4,0,0,0,0,0,11.9,5
298.01,8.09,-13.48,8.84,151.2,-1.31,-1.12,10.04,5,-5,0,0,2,15.83,1.23,0,0,0,0,0,11.72,5
298.03,8.12,-15.95,8.65,156.92,-0.82,-1.23,10.53,5,-5,0,0,2,15.83,1.23,0,0,0,0,0,11.87,5
298.06,8.14,-16.92,8.46,159.52,-1.33,-0.2,10.98,5,-4.42,0,0,2,15.82,0.98,0,0,0,0,0,11.83,5
298.08,8.17,-18.61,8.64,164.95,-1.41,-0.2,9.85,5,-4.47,0,0,2,15.82,0.98,0,0,0,0,0,11.79,5
298.11,8.19,-19.07,9.11,166.94,-1.07,-0.61,11.02,5,-5,0,0,2,15.81,0.47,0,0,0,0,0,11.79,5
298.13,8.22,-19.88,10.53,171.32,-0.23,-0.91,11.83,5,-5,0,0,2,15.81,0.47,0,0,0,0,0,11.72,5
298.16,8.24,-20.23,11.14,173.16,-0.09,-1.21,11.6,5,-5,0,0,2,15.81,0.55,0,0,0,0,0,11.72,5
298.18,8.27,-21.15,12.47,177.05,-0.55,-3.98,9.57,5,-5,0,0,2,15.81,0.55,0,0,0,0,0,11.94,5
298.21,8.3,-21.76,13.37,178.72,0.14,-1.53,7.97,5,-5,0,0,2,15.8,0.89,0,0,0,0,0,11.9,5
298.24,8.32,-22.77,14.61,-100,0.8,-0.98,10.99,5,-5,0,0,2,15.8,0.89,0,0,0,0,0,11.72,5
298.26,8.35,-23.21,15.04,-100,1.23,-1.34,10.72,5,-5,0,0,2,15.81,0.22,0,0,0,0,0,11.79,5
298.29,8.37,-24.2,15.65,-100,1.91,-0.56,10.04,5,-5,0,0,2,15.81,0.22,0,0,0,0,0,11.76,5
298.31,8.4,-24.58,15.6,-100,2.26,-0.76,9.96,5,-5,0,0,2,15.8,0.13,0,0,0,0,0,11.72,5
298.34,8.42,-25.31,13.98,-100,1.66,-0.73,10.03,5,-5,0,0,2,15.8,0.13,0,0,0,0,0,11.79,5
298.36,8.45,-25.54,13.04,-100,1.61,-1,10.34,5,-3.26,0,0,2,15.8,-0.04,0,0,0,0,0,11.79,5
298.39,8.47,-25.95,10.38,-100,1.23,-1.24,9.89,5,-1.45,0,0,2,15.8,-0.04,0,0,0,0,0,11.65,5
298.41,8.5,-26.06,9.16,-100,1.11,-1.25,9.65,5,-0.39,0,0,2,15.8,-0.88,0,0,0,0,0,11.68,5
298.44,8.52,-26.13,6.29,-100,0.96,-1.14,10.1,5,0.42,0,0,2,15.8,-0.88,0,0,0,0,0,11.58,5
298.46,8.55,-26.09,5.09,-100,0.94,-1.07,10.51,5,0.81,0,0,2,15.8,-0.46,0,0,0,0,0,11.54,5
298.49,8.57,-25.71,2.46,-100,0.99,-0.96,10.29,5,0.89,0,0,2,15.8,-0.46,0,0,0,0,0,11.76,5
298.51,8.6,-25.45,1.37,-100,0.94,-0.91,10.78,5,1.14,0,0,2,15.79,-0.71,0,0,0,0,0,11.72,5
298.54,8.62,-24.54,-0.93,-100,0.86,-0.84,10.68,5,1.07,0,0,2,15.79,-0.71,0,0,0,0,0,11.68,5
298.56,8.65,-24.07,-1.85,-100,0.72,-0.71,10.39,5,1.08,0,0,2,15.8,-1.05,0,0,0,0,0,11.76,5
298.59,8.67,-22.8,-3.85,-100,0.17,-1.11,10.09,5,1.04,0,0,2,15.8,-1.05,0,0,0,0,0,11.87,5
298.61,8.7,-22.25,-4.67,-100,0.04,-1.29,10.1,5,1.21,0,0,2,15.79,-1.56,0,0,0,0,0,11.72,5
298.64,8.72,-21.01,-6.2,-100,-1.55,-0.86,9.33,5,1.13,0,0,2,15.79,-1.56,0,0,0,0,0,11.98,5
298.66,8.75,-20.49,-6.53,-100,-1.93,-1.61,9.32,5,0.24,0,0,2,15.78,-1.81,0,0,0,0,0,11.83,5
298.69,8.77,-19.56,-6.35,-100,-0.83,-1.69,9.81,5,-2.3,0,0,2,15.78,-1.81,0,0,0,0,0,11.87,5
298.71,8.8,-19.33,-6.1,-100,-0.74,-1.64,10.24,5,-3.58,0,0,2,15.78,-2.15,0,0,0,0,0,11.87,5
298.74,8.82,-18.89,-5.12,-100,-0.49,-1.64,10.18,5,-4.97,0,0,2,15.78,-2.15,0,0,0,0,0,11.83,5
298.76,8.85,-18.7,-4.63,-100,0.07,-2.4,11.76,5,-5,0,0,2,15.78,0.55,0,0,0,0,0,11.83,5
298.79,8.87,-8.55,5.24,-100,3.88,-4.26,-0.74,-5,-5,0,0,2,15.78,0.55,0,0,0,0,0,11.87,5
298.81,8.9,-3.1,9.04,-100,-1.32,4.32,-3.18,-5,-5,0,0,2,15.79,-1.22,0,0,0,0,0,11.79,5
298.84,8.92,10.35,15.19,-100,-1.11,-1.27,5.2,-5,-5,0,0,2,15.79,-1.22,0,0,0,0,0,11.79,5
298.86,8.95,15.41,18.25,-100,-0.39,-1.09,2.68,-5,-5,0,0,2,15.78,-1.47,0,0,0,0,0,11.68,5
298.89,8.97,27.29,25.5,-100,0.41,-1.32,1.82,-5,-5,0,0,2,15.78,-1.47,0,0,0,0,0,11.79,5
298.91,9,32.37,28.53,-100,-0.32,-1.74,2.3,-5,-5,0,0,2,15.77,-1.22,0,0,0,0,0,11.76,5
298.94,9.02,44.01,35.82,-100,-1.3,-3.12,3.52,-5,-5,0,0,2,15.77,-1.22,0,0,0,0,0,11.87,5
298.96,9.05,48.98,39.08,-100,-0.62,-2.81,3.29,-5,-5,0,0,2,15.77,-1.22,0,0,0,0,0,11.76,5
298.99,9.07,60.95,46.16,-100,-0.18,-1.55,1.59,-5,-5,0,0,2,15.77,-1.22,0,0,0,0,0,11.72,5
299.01,9.1,66.22,49.67,-100,-0.19,-2.27,2.32,-5,-5,0,0,2,15.77,-0.88,0,0,0,0,0,11.65,5
299.04,9.12,78.98,61.01,-100,0.21,-2.61,2.39,-5,-5,0,0,2,15.77,-0.88,0,0,0,0,0,11.65,5
299.06,9.15,84.46,74.99,-100,-0.24,-1.8,2.13,-5,-5,0,0,2,15.77,-2.15,0,0,0,0,0,11.65,5
299.09,9.17,83.83,-46.38,89.02,-2.76,-7.69,-1.97,-5,5,0,0,2,15.77,-2.15,0,0,0,0,0,11.61,5
299.11,9.2,75.82,-54.64,79.12,2.07,3.37,-0.51,3.57,5,0,0,2,15.77,1.65,0,0,0,0,0,11.79,5
299.14,9.22,57.31,-59.27,69.17,-25.95,-19.65,-25.12,5,5,0,0,2,15.77,1.65,0,0,0,0,0,11.61,5
299.16,9.25,48.17,-69.52,59.08,-34.23,-30.89,-6.25,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.65,5
299.19,9.27,26.58,-77.26,50.36,-1.07,-0.91,-1.26,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.58,5
299.21,9.3,17.35,-77.86,48.27,-0.36,-0.58,-0.85,5,5,0,0,2,15.77,-1.56,0,0,0,0,0,11.72,5
299.24,9.32,-3.44,-77.73,43.75,-1,-0.23,-0.57,5,5,0,0,2,15.77,-1.56,0,0,0,0,0,11.61,5
299.26,9.35,-11.91,-77.17,41.72,-1.39,-0.1,-0.71,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.61,5
299.29,9.37,-29.32,-74.33,36.35,-11.51,9.5,-3.53,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.72,5
299.31,9.4,-35.43,-72.51,33.69,-13.22,12.81,-4.74,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.65,5
299.34,9.42,-47.75,-67.45,26.67,-5.09,13.61,-2.3,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.72,5
299.36,9.45,-52.54,-65.08,23.55,-2.3,7.92,0.19,5,5,0,0,2,15.76,-1.98,0,0,0,0,0,11.76,5
299.39,9.47,-60.43,-58.85,16.17,-1.46,6.78,0.88,5,0.47,0,0,2,15.76,-1.98,0,0,0,0,0,11.83,5
299.42,9.5,-62.87,-55.88,12.8,-1.05,9.12,0.5,5,1.91,0,0,2,15.76,-1.39,0,0,0,0,0,11.72,5
299.44,9.52,-63.63,-54.86,11.63,-1.34,9.39,-0.09,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.61,5
299.47,9.55,-63.18,-55.51,12.36,-1.68,8.62,0.16,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.5,5
299.49,9.57,-59.87,-59.3,16.69,-3.29,8.85,0.29,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.76,5
299.52,9.6,-57.97,-61.08,18.78,-3.71,8.81,0.25,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.76,5
299.54,9.62,-53.06,-64.69,23.19,-5.75,7.84,0.02,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.54,5
299.57,9.65,-51.11,-65.83,24.65,-6.45,7.03,0.41,4.84,5,0,0,2,15.75,-1.81,0,0,0,0,0,11.54,5
299.59,9.67,-48.04,-67.39,26.69,-6.57,5.96,0.26,5,5,0,0,2,15.75,-1.81,0,0,0,0,0,11.72,5
299.62,9.7,-47.35,-67.72,27.12,-6.75,6.03,0.3,5,5,0,0,2,15.75,-1.73,0,0,0,0,0,11.76,5
299.64,9.72,-47.13,-67.8,27.22,-6.3,6.38,0.22,5,5,0,0,2,15.75,-1.73,0,0,0,0,0,11.83,5
299.67,9.75,-47.34,-67.71,27.09,-6.13,6.92,0.73,5,5,0,0,2,15.75,-1.81,0,0,0,0,0,11.72,5
299.69,9.77,-48,-67.43,26.71,-5.51,7.48,0.16,5,5,0,0,2,15.75,-1.81,0,0,0,0,0,11.72,5
299.72,9.8,-48.19,-67.34,26.6,-5.44,7.53,-0.52,5,5,0,0,2,15.75,-0.97,0,0,0,0,0,11.72,5
299.74,9.82,-48.06,-67.38,26.65,-5.95,7.16,0.18,5,5,0,0,2,15.75,-0.97,0,0,0,0,0,11.61,5
299.77,9.85,-47.96,-67.42,26.71,-6.08,7.17,0.14,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.68,5
299.79,9.87,-47.96,-67.42,26.71,-5.87,7.21,0.18,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.54,5
299.82,9.9,-48,-67.41,26.69,-5.9,7.29,0.07,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.76,5
299.84,9.92,-48,-67.41,26.69,-5.89,7.19,0.15,5,5,0,0,2,15.76,-1.47,0,0,0,0,0,11.72,5
299.87,9.95,-47.99,-67.41,26.69,-5.93,7.16,0.16,5,5,0,0,2,15.75,-1.64,0,0,0,0,0,11.65,5
299.89,9.97,-47.99,-67.41,26.69,-5.89,7.22,0.11,5,5,0,0,2,15.75,-1.64,0,0,0,0,0,11.72,5
299.92,10,-47.99,-67.41,26.69,-5.83,7.28,0.19,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.79,5
299.94,10.02,-47.98,-67.41,26.69,-5.92,7.23,0.17,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.94,5
299.97,10.05,-47.98,-67.42,26.69,-5.92,7.2,0.13,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.83,5
299.99,10.07,-47.97,-67.43,26.71,-5.92,7.21,0.1,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.79,5
300.02,10.1,-47.95,-67.44,26.71,-5.97,7.18,0.07,5,5,0,0,2,15.76,-0.71,0,0,0,0,0,11.79,5
300.04,10.12,-47.96,-67.44,26.71,-5.88,7.24,0.12,5,5,0,0,2,15.76,-0.71,0,0,0,0,0,11.68,5
300.07,10.15,-47.95,-67.44,26.71,-5.89,7.23,0.21,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.61,5
300.09,10.17,-47.94,-67.46,26.73,-5.9,7.23,0.19,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.9,5
300.12,10.2,-47.93,-67.46,26.73,-5.9,7.18,0.16,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.83,5
300.14,10.22,-47.92,-67.46,26.74,-5.91,7.16,0.13,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.9,5
300.17,10.25,-47.92,-67.46,26.74,-5.92,7.22,0.13,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.76,5
300.19,10.27,-47.91,-67.46,26.74,-5.9,7.25,0.16,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.72,5
300.22,10.3,-47.9,-67.47,26.75,-5.92,7.21,0.2,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.61,5
300.24,10.32,-47.88,-67.48,26.76,-5.94,7.18,0.11,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.79,5
300.27,10.35,-47.87,-67.49,26.76,-5.9,7.2,0.15,5,5,0,0,2,15.77,-2.32,0,0,0,0,0,11.72,5
300.29,10.38,-47.85,-67.51,26.78,-5.86,7.19,0.12,5,5,0,0,2,15.77,-2.32,0,0,0,0,0,11.54,5
300.32,10.4,-47.82,-67.52,26.8,-6.01,7.18,0.1,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.68,5
300.35,10.43,-47.82,-67.52,26.8,-5.95,7.2,0.22,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.72,5
300.37,10.46,-47.83,-67.52,26.8,-5.81,7.18,0.1,5,5,0,0,2,15.76,-1.3,0,0,0,0,0,11.65,5
300.4,10.48,-47.8,-67.53,26.81,-5.96,7.05,0.19,5,5,0,0,2,15.76,-1.3,0,0,0,0,0,11.76,5
300.42,10.51,-47.8,-67.53,26.81,-5.86,7.24,0.28,5,5,0,0,2,15.77,-1.56,0,0,0,0,0,11.79,5
300.45,10.53,-47.79,-67.55,26.82,-6.04,7.18,0.06,5,5,0,0,2,15.77,-1.56,0,0,0,0,0,11.79,5
300.47,10.56,-47.8,-67.54,26.81,-5.92,7.18,0.09,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.9,5
300.5,10.58,-47.84,-67.52,26.79,-5.86,7.25,0.15,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.72,5
300.52,10.61,-47.83,-67.53,26.8,-5.92,7.18,0.2,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.83,5
300.55,10.63,-47.82,-67.53,26.8,-5.94,7.11,0.2,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.68,5
300.57,10.66,-47.83,-67.53,26.8,-5.91,7.27,0.16,5,5,0,0,2,15.77,-1.64,0,0,0,0,0,11.72,5
300.6,10.68,-47.83,-67.53,26.8,-5.93,7.24,0.16,5,5,0,0,2,15.77,-1.64,0,0,0,0,0,11.72,5
300.63,10.71,-47.83,-67.53,26.8,-5.94,7.18,0.16,5,5,0,0,2,15.76,-2.06,0,0,0,0,0,11.83,5
300.65,10.74,-47.83,-67.53,26.8,-5.93,7.2,0.16,5,5,0,0,2,15.76,-2.06,0,0,0,0,0,11.65,5
300.68,10.76,-47.83,-67.53,26.8,-5.96,7.21,0.14,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.83,5
300.7,10.79,-47.84,-67.52,26.8,-5.93,7.25,0.16,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.83,5
300.73,10.82,-47.84,-67.52,26.79,-5.91,7.19,0.14,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.83,5
300.76,10.84,-47.84,-67.53,26.8,-5.95,7.19,0.15,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.61,5
300.78,10.87,-47.84,-67.53,26.8,-5.9,7.25,0.15,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.58,5
300.81,10.89,-47.84,-67.52,26.8,-6.23,7.56,0.11,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.61,5
300.83,10.92,-47.83,-67.52,26.8,-6.25,7.56,0.12,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.76,5
300.86,10.94,-47.84,-67.52,26.8,-6.22,7.62,0.12,5,5,0,0,2,15.76,-1.81,0,0,0,0,0,11.72,5
300.88,10.97,-47.83,-67.53,26.8,-6.22,7.55,0.12,5,5,0,0,2,15.77,-2.4,0,0,0,0,0,11.65,5
300.91,10.99,-47.83,-67.53,26.81,-6.23,7.55,0.12,5,5,0,0,2,15.77,-2.4,0,0,0,0,0,11.65,5
300.93,11.02,-47.84,-67.53,26.81,-6.2,7.61,0.1,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.68,5
300.96,11.04,-47.84,-67.53,26.81,-6.21,7.6,0.11,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.68,5
300.98,11.07,-47.84,-67.53,26.81,-6.2,7.57,0.12,5,5,0,0,2,15.76,-2.06,0,0,0,0,0,11.79,5
301.01,11.09,-47.84,-67.53,26.8,-6.24,7.59,0.11,5,5,0,0,2,15.76,-2.06,0,0,0,0,0,11.65,5
301.04,11.12,-47.84,-67.53,26.81,-6.23,7.55,0.14,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.61,5
301.06,11.14,-47.84,-67.53,26.81,-6.24,7.58,0.1,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.68,5
301.09,11.17,-47.84,-67.53,26.81,-6.22,7.61,0.13,5,5,0,0,2,15.77,-1.64,0,0,0,0,0,11.79,5
301.11,11.19,-47.83,-67.54,26.81,-6.26,7.62,0.11,5,5,0,0,2,15.77,-1.64,0,0,0,0,0,11.79,5
301.14,11.22,-47.84,-67.54,26.81,-6.19,7.53,0.1,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.68,5
301.16,11.25,-47.83,-67.54,26.81,-6.21,7.53,0.1,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.58,5
301.19,11.27,-47.83,-67.54,26.81,-6.21,7.6,0.12,5,5,0,0,2,15.76,-1.98,0,0,0,0,0,11.65,5
301.21,11.3,-47.83,-67.55,26.82,-6.21,7.62,0.09,5,5,0,0,2,15.76,-1.98,0,0,0,0,0,11.65,5
301.24,11.32,-47.83,-67.55,26.82,-6.2,7.55,0.11,5,5,0,0,2,15.76,-2.49,0,0,0,0,0,11.87,5
301.27,11.35,-47.83,-67.55,26.82,-6.22,7.56,0.12,5,5,0,0,2,15.76,-2.49,0,0,0,0,0,11.72,5
301.29,11.38,-47.83,-67.55,26.82,-6.2,7.62,0.13,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.87,5
301.32,11.4,-47.83,-67.55,26.82,-6.24,7.58,0.1,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.83,5
301.34,11.43,-47.83,-67.55,26.82,-6.25,7.58,0.11,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.76,5
301.37,11.45,-47.83,-67.55,26.82,-6.24,7.6,0.11,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.83,5
301.4,11.48,-47.82,-67.55,26.82,-6.21,7.54,0.1,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.76,5
301.42,11.51,-47.82,-67.56,26.82,-6.21,7.6,0.11,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.65,5
301.45,11.53,-47.82,-67.56,26.82,-6.22,7.63,0.11,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.61,5
301.47,11.56,-47.82,-67.56,26.83,-6.23,7.6,0.13,5,5,0,0,2,15.76,-1.9,0,0,0,0,0,11.87,5
301.5,11.58,-47.82,-67.56,26.82,-6.22,7.55,0.1,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.76,5
301.53,11.61,-47.82,-67.57,26.83,-6.21,7.56,0.12,5,5,0,0,2,15.76,-1.39,0,0,0,0,0,11.65,5
301.55,11.63,-47.82,-67.57,26.83,-6.24,7.6,0.09,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.54,5
301.58,11.66,-47.83,-67.57,26.83,-6.22,7.61,0.11,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.72,5
301.6,11.68,-47.83,-67.57,26.83,-6.23,7.62,0.12,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.68,5
301.63,11.71,-47.83,-67.57,26.83,-6.21,7.59,0.12,5,5,0,0,2,15.76,-1.64,0,0,0,0,0,11.83,5
301.65,11.73,-47.83,-67.57,26.83,-6.22,7.55,0.1,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.58,5
301.68,11.76,-47.82,-67.57,26.84,-6.2,7.56,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.76,5
301.7,11.78,-47.82,-67.57,26.84,-6.21,7.62,0.1,5,5,0,0,2,15.77,-1.73,0,0,0,0,0,11.76,5
301.73,11.81,-47.82,-67.57,26.83,-6.21,7.62,0.1,5,5,0,0,2,15.77,-1.73,0,0,0,0,0,11.87,5
301.75,11.83,-47.82,-67.57,26.84,-6.23,7.6,0.11,5,5,0,0,2,15.77,-2.4,0,0,0,0,0,11.68,5
301.78,11.86,-47.82,-67.57,26.84,-6.21,7.57,0.11,5,5,0,0,2,15.77,-2.4,0,0,0,0,0,11.65,5
301.8,11.88,-47.82,-67.57,26.84,-6.18,7.57,0.1,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.79,5
301.83,11.91,-47.82,-67.57,26.84,-6.24,7.59,0.1,5,5,0,0,2,15.76,-1.73,0,0,0,0,0,11.76,5
301.85,11.93,-47.82,-67.57,26.84,-6.22,7.61,0.11,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.9,5
301.88,11.96,-47.82,-67.58,26.84,-6.21,7.61,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.58,5
301.9,11.98,-47.82,-67.58,26.84,-6.22,7.57,0.1,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.68,5
301.93,12.01,-47.83,-67.59,26.85,-6.24,7.56,0.11,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.61,5
301.95,12.03,-47.83,-67.58,26.85,-6.23,7.56,0.1,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.76,5
301.98,12.06,-47.82,-67.58,26.85,-6.23,7.61,0.1,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.87,5
302,12.08,-47.82,-67.58,26.85,-6.18,7.63,0.12,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.76,5
302.03,12.11,-47.82,-67.59,26.85,-6.22,7.61,0.1,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.68,5
302.05,12.13,-47.82,-67.59,26.85,-6.22,7.56,0.12,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.68,5
302.08,12.16,-47.82,-67.59,26.86,-6.21,7.54,0.12,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.76,5
302.1,12.18,-47.82,-67.59,26.85,-6.22,7.6,0.11,5,5,0,0,2,15.77,-1.64,0,0,0,0,0,11.87,5
302.13,12.21,-47.82,-67.59,26.85,-6.22,7.63,0.12,5,5,0,0,2,15.77,-1.64,0,0,0,0,0,11.87,5
302.15,12.23,-47.82,-67.59,26.85,-6.26,7.61,0.12,5,5,0,0,2,15.77,-1.3,0,0,0,0,0,11.79,5
302.18,12.26,-47.82,-67.6,26.86,-6.23,7.61,0.11,5,5,0,0,2,15.77,-1.3,0,0,0,0,0,11.79,5
302.2,12.28,-47.82,-67.6,26.86,-6.22,7.58,0.1,5,5,0,0,2,15.77,-1.56,0,0,0,0,0,11.68,5
302.23,12.31,-47.82,-67.61,26.86,-6.22,7.57,0.11,5,5,0,0,2,15.77,-1.56,0,0,0,0,0,11.79,5
302.25,12.33,-47.82,-67.6,26.86,-6.22,7.61,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.76,5
302.28,12.36,-47.82,-67.6,26.86,-6.24,7.6,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,12.09,5
302.3,12.38,-47.82,-67.6,26.86,-6.22,7.58,0.1,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.79,5
302.33,12.41,-47.82,-67.61,26.86,-6.23,7.55,0.11,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.68,5
302.35,12.43,-47.82,-67.61,26.86,-6.22,7.55,0.11,5,5,0,0,2,15.77,-1.73,0,0,0,0,0,11.68,5
302.38,12.46,-47.82,-67.61,26.86,-6.22,7.57,0.11,5,5,0,0,2,15.77,-1.73,0,0,0,0,0,11.79,5
302.4,12.48,-47.82,-67.61,26.86,-6.26,7.61,0.09,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.68,5
302.43,12.51,-47.82,-67.62,26.87,-6.21,7.6,0.1,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.83,5
302.45,12.54,-47.82,-67.61,26.87,-6.25,7.6,0.11,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.68,5
302.48,12.56,-47.82,-67.61,26.87,-6.22,7.54,0.11,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.54,5
302.51,12.59,-47.82,-67.61,26.87,-6.22,7.62,0.11,5,5,0,0,2,15.77,-1.73,0,0,0,0,0,11.65,5
302.53,12.61,-47.82,-67.61,26.87,-6.22,7.61,0.12,5,5,0,0,2,15.77,-1.73,0,0,0,0,0,11.72,5
302.56,12.64,-47.82,-67.61,26.87,-6.21,7.54,0.1,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.83,5
302.58,12.67,-47.83,-67.62,26.87,-6.22,7.6,0.11,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.68,5
302.61,12.7,-47.83,-67.62,26.87,-6.22,7.56,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.79,5
302.64,12.72,-47.82,-67.62,26.87,-6.21,7.59,0.11,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.83,5
302.66,12.75,-47.82,-67.62,26.87,-6.22,7.6,0.11,5,5,0,0,2,15.77,-1.22,0,0,0,0,0,11.79,5
302.69,12.77,-47.82,-67.62,26.87,-6.21,7.61,0.12,5,5,0,0,2,15.77,-1.22,0,0,0,0,0,11.76,5
302.71,12.8,-47.82,-67.61,26.88,-6.25,7.53,0.09,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.72,5
302.74,12.82,-47.82,-67.61,26.87,-6.22,7.55,0.11,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.58,5
302.76,12.85,-47.82,-67.61,26.87,-6.23,7.61,0.13,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.65,5
302.79,12.87,-47.82,-67.61,26.87,-6.21,7.62,0.12,5,5,0,0,2,15.77,-1.9,0,0,0,0,0,11.79,5
302.82,12.9,-47.82,-67.62,26.87,-6.25,7.56,0.11,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.68,5
302.84,12.93,-47.82,-67.62,26.88,-6.21,7.53,0.11,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.83,5
